run_id,condition,app,rep,overall_precision,overall_recall,overall_f1,num_turns,tool_calls,duration_s,model_s,tool_s,other_s,input_tokens,cache_creation_tokens,cache_read_tokens,effective_input_tokens,output_tokens,effective_tokens
official_haiku,baseline,WebTestBench_0005,3,1.0,0.8,0.8889,164,163,429.7,298.9,27.4,103.4,1323,119107,9834988,"=IF(COUNT(N40,O40,P40)=0,"""",N40+O40*2+P40*0.1)",26494,"=IF(COUNT(Q40,R40)=0,"""",Q40+R40*3)"
official_haiku,baseline,WebTestBench_0005,4,1.0,0.8,0.8889,151,150,473.6,320.5,28.8,124.3,1211,127635,9912083,"=IF(COUNT(N41,O41,P41)=0,"""",N41+O41*2+P41*0.1)",30779,"=IF(COUNT(Q41,R41)=0,"""",Q41+R41*3)"
official_haiku,baseline,WebTestBench_0005,5,1.0,0.8,0.8889,164,163,470.5,328.9,35.3,106.3,1315,118051,10444849,"=IF(COUNT(N42,O42,P42)=0,"""",N42+O42*2+P42*0.1)",30063,"=IF(COUNT(Q42,R42)=0,"""",Q42+R42*3)"
official_haiku,baseline,WebTestBench_0005,6,1.0,0.8,0.8889,152,151,449.9,305.6,33.6,110.7,1223,113553,9304772,"=IF(COUNT(N43,O43,P43)=0,"""",N43+O43*2+P43*0.1)",29495,"=IF(COUNT(Q43,R43)=0,"""",Q43+R43*3)"
official_haiku,baseline,WebTestBench_0005,7,1.0,0.8,0.8889,168,167,480.4,343.7,33.3,103.4,1353,127013,10644593,"=IF(COUNT(N44,O44,P44)=0,"""",N44+O44*2+P44*0.1)",31112,"=IF(COUNT(Q44,R44)=0,"""",Q44+R44*3)"
official_haiku,baseline,WebTestBench_0005,8,1.0,0.8,0.8889,171,170,497.7,341.6,35.2,120.9,1371,123097,10672382,"=IF(COUNT(N45,O45,P45)=0,"""",N45+O45*2+P45*0.1)",30725,"=IF(COUNT(Q45,R45)=0,"""",Q45+R45*3)"
official_haiku,baseline,WebTestBench_0005,9,1.0,0.8,0.8889,172,171,499.1,332.7,37.6,128.8,1383,129888,11049286,"=IF(COUNT(N46,O46,P46)=0,"""",N46+O46*2+P46*0.1)",31575,"=IF(COUNT(Q46,R46)=0,"""",Q46+R46*3)"
official_haiku,baseline,WebTestBench_0005,10,0.8,0.8,0.8,167,166,483.6,335.0,37.5,111.1,1339,112465,9960138,"=IF(COUNT(N47,O47,P47)=0,"""",N47+O47*2+P47*0.1)",30216,"=IF(COUNT(Q47,R47)=0,"""",Q47+R47*3)"
official_haiku,baseline,WebTestBench_0005,avg,"=IFERROR(AVERAGE(E38:E47),"""")","=IFERROR(AVERAGE(F38:F47),"""")","=IFERROR(AVERAGE(G38:G47),"""")","=IFERROR(AVERAGE(H38:H47),"""")","=IFERROR(AVERAGE(I38:I47),"""")","=IFERROR(AVERAGE(J38:J47),"""")","=IFERROR(AVERAGE(K38:K47),"""")","=IFERROR(AVERAGE(L38:L47),"""")","=IFERROR(AVERAGE(M38:M47),"""")","=IFERROR(AVERAGE(N38:N47),"""")","=IFERROR(AVERAGE(O38:O47),"""")","=IFERROR(AVERAGE(P38:P47),"""")","=IFERROR(AVERAGE(Q38:Q47),"""")","=IFERROR(AVERAGE(R38:R47),"""")","=IFERROR(AVERAGE(S38:S47),"""")"
official_haiku,baseline,WebTestBench_0005,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E38:E47),COUNT(E38:E47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F38:F47),COUNT(F38:F47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G38:G47),COUNT(G38:G47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H38:H47),COUNT(H38:H47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I38:I47),COUNT(I38:I47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J38:J47),COUNT(J38:J47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K38:K47),COUNT(K38:K47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L38:L47),COUNT(L38:L47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M38:M47),COUNT(M38:M47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N38:N47),COUNT(N38:N47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O38:O47),COUNT(O38:O47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P38:P47),COUNT(P38:P47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q38:Q47),COUNT(Q38:Q47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R38:R47),COUNT(R38:R47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S38:S47),COUNT(S38:S47)),0)"
official_haiku,baseline,WebTestBench_0006,1,0.0,0.0,0.0,83,82,261.6,168.4,17.4,75.8,669,133345,6752023,"=IF(COUNT(N50,O50,P50)=0,"""",N50+O50*2+P50*0.1)",16997,"=IF(COUNT(Q50,R50)=0,"""",Q50+R50*3)"
official_haiku,baseline,WebTestBench_0006,2,0.0,0.0,0.0,87,86,261.6,175.2,17.4,69.0,705,140930,6927310,"=IF(COUNT(N51,O51,P51)=0,"""",N51+O51*2+P51*0.1)",17279,"=IF(COUNT(Q51,R51)=0,"""",Q51+R51*3)"
official_haiku,baseline,WebTestBench_0006,3,0.0,0.0,0.0,87,86,276.4,182.3,19.1,75.0,701,151429,7215520,"=IF(COUNT(N52,O52,P52)=0,"""",N52+O52*2+P52*0.1)",17956,"=IF(COUNT(Q52,R52)=0,"""",Q52+R52*3)"
official_haiku,baseline,WebTestBench_0006,4,0.0,0.0,0.0,89,88,291.0,195.2,19.0,76.8,715,144155,6813062,"=IF(COUNT(N53,O53,P53)=0,"""",N53+O53*2+P53*0.1)",19893,"=IF(COUNT(Q53,R53)=0,"""",Q53+R53*3)"
official_haiku,baseline,WebTestBench_0006,5,1.0,0.5,0.6667,124,122,460.8,298.8,28.6,133.4,993,230074,9185096,"=IF(COUNT(N54,O54,P54)=0,"""",N54+O54*2+P54*0.1)",28840,"=IF(COUNT(Q54,R54)=0,"""",Q54+R54*3)"
official_haiku,baseline,WebTestBench_0006,6,0.0,0.0,0.0,80,79,274.8,213.1,16.2,45.5,649,134968,6050098,"=IF(COUNT(N55,O55,P55)=0,"""",N55+O55*2+P55*0.1)",18979,"=IF(COUNT(Q55,R55)=0,"""",Q55+R55*3)"
official_haiku,baseline,WebTestBench_0006,7,0.0,0.0,0.0,77,76,241.8,158.2,16.7,66.9,619,129533,5370929,"=IF(COUNT(N56,O56,P56)=0,"""",N56+O56*2+P56*0.1)",16149,"=IF(COUNT(Q56,R56)=0,"""",Q56+R56*3)"
official_haiku,baseline,WebTestBench_0006,8,0.0,0.0,0.0,91,90,283.8,184.7,17.9,81.2,735,146671,7292845,"=IF(COUNT(N57,O57,P57)=0,"""",N57+O57*2+P57*0.1)",18790,"=IF(COUNT(Q57,R57)=0,"""",Q57+R57*3)"
official_haiku,baseline,WebTestBench_0006,9,0.0,0.0,0.0,99,97,310.5,190.6,19.3,100.6,795,170771,8882821,"=IF(COUNT(N58,O58,P58)=0,"""",N58+O58*2+P58*0.1)",18371,"=IF(COUNT(Q58,R58)=0,"""",Q58+R58*3)"
official_haiku,baseline,WebTestBench_0006,10,0.0,0.0,0.0,84,83,265.8,173.5,17.6,74.7,677,120644,5908791,"=IF(COUNT(N59,O59,P59)=0,"""",N59+O59*2+P59*0.1)",17663,"=IF(COUNT(Q59,R59)=0,"""",Q59+R59*3)"
official_haiku,baseline,WebTestBench_0006,avg,"=IFERROR(AVERAGE(E50:E59),"""")","=IFERROR(AVERAGE(F50:F59),"""")","=IFERROR(AVERAGE(G50:G59),"""")","=IFERROR(AVERAGE(H50:H59),"""")","=IFERROR(AVERAGE(I50:I59),"""")","=IFERROR(AVERAGE(J50:J59),"""")","=IFERROR(AVERAGE(K50:K59),"""")","=IFERROR(AVERAGE(L50:L59),"""")","=IFERROR(AVERAGE(M50:M59),"""")","=IFERROR(AVERAGE(N50:N59),"""")","=IFERROR(AVERAGE(O50:O59),"""")","=IFERROR(AVERAGE(P50:P59),"""")","=IFERROR(AVERAGE(Q50:Q59),"""")","=IFERROR(AVERAGE(R50:R59),"""")","=IFERROR(AVERAGE(S50:S59),"""")"
official_haiku,baseline,WebTestBench_0006,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E50:E59),COUNT(E50:E59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F50:F59),COUNT(F50:F59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G50:G59),COUNT(G50:G59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H50:H59),COUNT(H50:H59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I50:I59),COUNT(I50:I59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J50:J59),COUNT(J50:J59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K50:K59),COUNT(K50:K59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L50:L59),COUNT(L50:L59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M50:M59),COUNT(M50:M59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N50:N59),COUNT(N50:N59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O50:O59),COUNT(O50:O59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P50:P59),COUNT(P50:P59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q50:Q59),COUNT(Q50:Q59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R50:R59),COUNT(R50:R59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S50:S59),COUNT(S50:S59)),0)"
official_haiku,baseline,WebTestBench_0010,1,0.5,0.2,0.2857,136,135,426.1,310.5,29.9,85.7,1101,121546,9043447,"=IF(COUNT(N62,O62,P62)=0,"""",N62+O62*2+P62*0.1)",25746,"=IF(COUNT(Q62,R62)=0,"""",Q62+R62*3)"
official_haiku,baseline,WebTestBench_0010,2,1.0,0.2,0.3333,123,122,380.9,267.0,29.4,84.5,989,115869,7516394,"=IF(COUNT(N63,O63,P63)=0,"""",N63+O63*2+P63*0.1)",24271,"=IF(COUNT(Q63,R63)=0,"""",Q63+R63*3)"
official_haiku,baseline,WebTestBench_0010,3,1.0,0.6,0.75,118,117,392.9,279.1,28.0,85.8,949,113196,7307014,"=IF(COUNT(N64,O64,P64)=0,"""",N64+O64*2+P64*0.1)",25059,"=IF(COUNT(Q64,R64)=0,"""",Q64+R64*3)"
official_haiku,baseline,WebTestBench_0010,4,1.0,0.4,0.5714,139,138,444.6,315.3,33.0,96.3,1115,136045,10051922,"=IF(COUNT(N65,O65,P65)=0,"""",N65+O65*2+P65*0.1)",29332,"=IF(COUNT(Q65,R65)=0,"""",Q65+R65*3)"
official_haiku,baseline,WebTestBench_0010,5,1.0,0.2,0.3333,129,128,390.5,262.1,31.5,96.9,1035,125191,8622866,"=IF(COUNT(N66,O66,P66)=0,"""",N66+O66*2+P66*0.1)",25507,"=IF(COUNT(Q66,R66)=0,"""",Q66+R66*3)"
official_haiku,baseline,WebTestBench_0010,6,0.0,0.0,0.0,110,109,302.7,200.7,26.4,75.6,883,107570,6334238,"=IF(COUNT(N67,O67,P67)=0,"""",N67+O67*2+P67*0.1)",18906,"=IF(COUNT(Q67,R67)=0,"""",Q67+R67*3)"
