run_id,condition,app,rep,overall_precision,overall_recall,overall_f1,num_turns,tool_calls,duration_s,model_s,tool_s,other_s,input_tokens,cache_creation_tokens,cache_read_tokens,effective_input_tokens,output_tokens,effective_tokens
official_sonnet-5,baseline,WebTestBench_0004,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E26:E35),COUNT(E26:E35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F26:F35),COUNT(F26:F35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G26:G35),COUNT(G26:G35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H26:H35),COUNT(H26:H35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I26:I35),COUNT(I26:I35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J26:J35),COUNT(J26:J35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K26:K35),COUNT(K26:K35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L26:L35),COUNT(L26:L35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M26:M35),COUNT(M26:M35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N26:N35),COUNT(N26:N35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O26:O35),COUNT(O26:O35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P26:P35),COUNT(P26:P35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q26:Q35),COUNT(Q26:Q35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R26:R35),COUNT(R26:R35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S26:S35),COUNT(S26:S35)),0)"
official_sonnet-5,baseline,WebTestBench_0005,1,1.0,0.8,0.8889,191,189,576.8,416.8,43.2,116.8,351,191171,13583430,"=IF(COUNT(N38,O38,P38)=0,"""",N38+O38*2+P38*0.1)",32212,"=IF(COUNT(Q38,R38)=0,"""",Q38+R38*3)"
official_sonnet-5,baseline,WebTestBench_0005,2,1.0,0.8,0.8889,210,208,567.8,398.5,47.9,121.4,391,205880,14990588,"=IF(COUNT(N39,O39,P39)=0,"""",N39+O39*2+P39*0.1)",26379,"=IF(COUNT(Q39,R39)=0,"""",Q39+R39*3)"
official_sonnet-5,baseline,WebTestBench_0005,3,1.0,0.8,0.8889,174,173,429.1,336.5,41.3,51.3,341,166004,14127651,"=IF(COUNT(N40,O40,P40)=0,"""",N40+O40*2+P40*0.1)",24455,"=IF(COUNT(Q40,R40)=0,"""",Q40+R40*3)"
official_sonnet-5,baseline,WebTestBench_0005,4,1.0,0.8,0.8889,206,204,552.3,360.9,44.8,146.6,391,217847,13574711,"=IF(COUNT(N41,O41,P41)=0,"""",N41+O41*2+P41*0.1)",28726,"=IF(COUNT(Q41,R41)=0,"""",Q41+R41*3)"
official_sonnet-5,baseline,WebTestBench_0005,5,1.0,0.8,0.8889,215,213,569.4,395.0,52.3,122.1,421,224329,14574707,"=IF(COUNT(N42,O42,P42)=0,"""",N42+O42*2+P42*0.1)",31244,"=IF(COUNT(Q42,R42)=0,"""",Q42+R42*3)"
official_sonnet-5,baseline,WebTestBench_0005,6,1.0,0.8,0.8889,242,240,582.5,415.1,51.4,116.0,475,232109,15950516,"=IF(COUNT(N43,O43,P43)=0,"""",N43+O43*2+P43*0.1)",31119,"=IF(COUNT(Q43,R43)=0,"""",Q43+R43*3)"
official_sonnet-5,baseline,WebTestBench_0005,7,1.0,0.8,0.8889,248,246,676.6,468.4,66.8,141.4,485,256740,17707887,"=IF(COUNT(N44,O44,P44)=0,"""",N44+O44*2+P44*0.1)",37616,"=IF(COUNT(Q44,R44)=0,"""",Q44+R44*3)"
official_sonnet-5,baseline,WebTestBench_0005,8,1.0,1.0,1.0,223,221,641.2,423.5,55.0,162.7,419,246627,13691785,"=IF(COUNT(N45,O45,P45)=0,"""",N45+O45*2+P45*0.1)",36624,"=IF(COUNT(Q45,R45)=0,"""",Q45+R45*3)"
official_sonnet-5,baseline,WebTestBench_0005,9,1.0,1.0,1.0,200,198,632.0,455.5,43.9,132.6,391,203248,14235099,"=IF(COUNT(N46,O46,P46)=0,"""",N46+O46*2+P46*0.1)",34838,"=IF(COUNT(Q46,R46)=0,"""",Q46+R46*3)"
official_sonnet-5,baseline,WebTestBench_0005,10,0.8,0.8,0.8,191,189,571.9,386.4,42.9,142.6,363,199205,14076685,"=IF(COUNT(N47,O47,P47)=0,"""",N47+O47*2+P47*0.1)",29770,"=IF(COUNT(Q47,R47)=0,"""",Q47+R47*3)"
official_sonnet-5,baseline,WebTestBench_0005,avg,"=IFERROR(AVERAGE(E38:E47),"""")","=IFERROR(AVERAGE(F38:F47),"""")","=IFERROR(AVERAGE(G38:G47),"""")","=IFERROR(AVERAGE(H38:H47),"""")","=IFERROR(AVERAGE(I38:I47),"""")","=IFERROR(AVERAGE(J38:J47),"""")","=IFERROR(AVERAGE(K38:K47),"""")","=IFERROR(AVERAGE(L38:L47),"""")","=IFERROR(AVERAGE(M38:M47),"""")","=IFERROR(AVERAGE(N38:N47),"""")","=IFERROR(AVERAGE(O38:O47),"""")","=IFERROR(AVERAGE(P38:P47),"""")","=IFERROR(AVERAGE(Q38:Q47),"""")","=IFERROR(AVERAGE(R38:R47),"""")","=IFERROR(AVERAGE(S38:S47),"""")"
official_sonnet-5,baseline,WebTestBench_0005,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E38:E47),COUNT(E38:E47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F38:F47),COUNT(F38:F47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G38:G47),COUNT(G38:G47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H38:H47),COUNT(H38:H47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I38:I47),COUNT(I38:I47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J38:J47),COUNT(J38:J47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K38:K47),COUNT(K38:K47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L38:L47),COUNT(L38:L47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M38:M47),COUNT(M38:M47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N38:N47),COUNT(N38:N47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O38:O47),COUNT(O38:O47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P38:P47),COUNT(P38:P47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q38:Q47),COUNT(Q38:Q47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R38:R47),COUNT(R38:R47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S38:S47),COUNT(S38:S47)),0)"
official_sonnet-5,baseline,WebTestBench_0006,1,0.8,1.0,0.8889,199,197,587.6,418.2,54.5,114.9,357,309056,14525932,"=IF(COUNT(N50,O50,P50)=0,"""",N50+O50*2+P50*0.1)",32334,"=IF(COUNT(Q50,R50)=0,"""",Q50+R50*3)"
official_sonnet-5,baseline,WebTestBench_0006,2,0.8,1.0,0.8889,188,185,615.6,375.8,50.1,189.7,351,366670,13948464,"=IF(COUNT(N51,O51,P51)=0,"""",N51+O51*2+P51*0.1)",26844,"=IF(COUNT(Q51,R51)=0,"""",Q51+R51*3)"
official_sonnet-5,baseline,WebTestBench_0006,3,0.6667,1.0,0.8,191,188,673.5,434.0,48.3,191.2,343,384592,12691721,"=IF(COUNT(N52,O52,P52)=0,"""",N52+O52*2+P52*0.1)",31947,"=IF(COUNT(Q52,R52)=0,"""",Q52+R52*3)"
official_sonnet-5,baseline,WebTestBench_0006,4,1.0,1.0,1.0,193,190,599.3,377.2,46.3,175.8,347,384309,13866834,"=IF(COUNT(N53,O53,P53)=0,"""",N53+O53*2+P53*0.1)",29599,"=IF(COUNT(Q53,R53)=0,"""",Q53+R53*3)"
official_sonnet-5,baseline,WebTestBench_0006,5,0.8,1.0,0.8889,194,192,568.0,399.5,56.9,111.6,361,301008,13986641,"=IF(COUNT(N54,O54,P54)=0,"""",N54+O54*2+P54*0.1)",33942,"=IF(COUNT(Q54,R54)=0,"""",Q54+R54*3)"
official_sonnet-5,baseline,WebTestBench_0006,6,0.6667,1.0,0.8,188,186,588.3,407.5,48.2,132.6,349,341455,15606749,"=IF(COUNT(N55,O55,P55)=0,"""",N55+O55*2+P55*0.1)",34552,"=IF(COUNT(Q55,R55)=0,"""",Q55+R55*3)"
official_sonnet-5,baseline,WebTestBench_0006,7,1.0,1.0,1.0,153,151,455.9,297.7,33.4,124.8,281,283905,10043377,"=IF(COUNT(N56,O56,P56)=0,"""",N56+O56*2+P56*0.1)",25211,"=IF(COUNT(Q56,R56)=0,"""",Q56+R56*3)"
official_sonnet-5,baseline,WebTestBench_0006,8,0.8,1.0,0.8889,183,181,572.4,388.5,52.3,131.6,349,327035,14631017,"=IF(COUNT(N57,O57,P57)=0,"""",N57+O57*2+P57*0.1)",32870,"=IF(COUNT(Q57,R57)=0,"""",Q57+R57*3)"
official_sonnet-5,baseline,WebTestBench_0006,9,0.5714,1.0,0.7273,200,198,679.8,494.1,57.0,128.7,369,315971,15480515,"=IF(COUNT(N58,O58,P58)=0,"""",N58+O58*2+P58*0.1)",40800,"=IF(COUNT(Q58,R58)=0,"""",Q58+R58*3)"
official_sonnet-5,baseline,WebTestBench_0006,10,0.6667,1.0,0.8,143,141,461.7,323.9,32.7,105.1,261,262112,9400566,"=IF(COUNT(N59,O59,P59)=0,"""",N59+O59*2+P59*0.1)",26065,"=IF(COUNT(Q59,R59)=0,"""",Q59+R59*3)"
official_sonnet-5,baseline,WebTestBench_0006,avg,"=IFERROR(AVERAGE(E50:E59),"""")","=IFERROR(AVERAGE(F50:F59),"""")","=IFERROR(AVERAGE(G50:G59),"""")","=IFERROR(AVERAGE(H50:H59),"""")","=IFERROR(AVERAGE(I50:I59),"""")","=IFERROR(AVERAGE(J50:J59),"""")","=IFERROR(AVERAGE(K50:K59),"""")","=IFERROR(AVERAGE(L50:L59),"""")","=IFERROR(AVERAGE(M50:M59),"""")","=IFERROR(AVERAGE(N50:N59),"""")","=IFERROR(AVERAGE(O50:O59),"""")","=IFERROR(AVERAGE(P50:P59),"""")","=IFERROR(AVERAGE(Q50:Q59),"""")","=IFERROR(AVERAGE(R50:R59),"""")","=IFERROR(AVERAGE(S50:S59),"""")"
official_sonnet-5,baseline,WebTestBench_0006,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E50:E59),COUNT(E50:E59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F50:F59),COUNT(F50:F59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G50:G59),COUNT(G50:G59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H50:H59),COUNT(H50:H59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I50:I59),COUNT(I50:I59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J50:J59),COUNT(J50:J59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K50:K59),COUNT(K50:K59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L50:L59),COUNT(L50:L59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M50:M59),COUNT(M50:M59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N50:N59),COUNT(N50:N59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O50:O59),COUNT(O50:O59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P50:P59),COUNT(P50:P59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q50:Q59),COUNT(Q50:Q59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R50:R59),COUNT(R50:R59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S50:S59),COUNT(S50:S59)),0)"
official_sonnet-5,baseline,WebTestBench_0010,1,1.0,0.8,0.8889,100,99,233.4,187.9,24.0,21.5,173,107988,4858544,"=IF(COUNT(N62,O62,P62)=0,"""",N62+O62*2+P62*0.1)",13983,"=IF(COUNT(Q62,R62)=0,"""",Q62+R62*3)"
official_sonnet-5,baseline,WebTestBench_0010,2,1.0,0.8,0.8889,138,137,551.3,479.6,38.9,32.8,271,142740,9895244,"=IF(COUNT(N63,O63,P63)=0,"""",N63+O63*2+P63*0.1)",21355,"=IF(COUNT(Q63,R63)=0,"""",Q63+R63*3)"
official_sonnet-5,baseline,WebTestBench_0010,3,1.0,0.8,0.8889,150,149,378.5,307.0,38.5,33.0,271,162733,10654145,"=IF(COUNT(N64,O64,P64)=0,"""",N64+O64*2+P64*0.1)",23392,"=IF(COUNT(Q64,R64)=0,"""",Q64+R64*3)"
official_sonnet-5,baseline,WebTestBench_0010,4,1.0,0.8,0.8889,154,153,356.3,288.0,40.1,28.2,291,144191,10331225,"=IF(COUNT(N65,O65,P65)=0,"""",N65+O65*2+P65*0.1)",21625,"=IF(COUNT(Q65,R65)=0,"""",Q65+R65*3)"
official_sonnet-5,baseline,WebTestBench_0010,5,1.0,0.6,0.75,121,120,251.9,205.3,29.8,16.8,215,124862,6503814,"=IF(COUNT(N66,O66,P66)=0,"""",N66+O66*2+P66*0.1)",15752,"=IF(COUNT(Q66,R66)=0,"""",Q66+R66*3)"
