run_id,condition,app,rep,overall_precision,overall_recall,overall_f1,num_turns,tool_calls,duration_s,model_s,tool_s,other_s,input_tokens,cache_creation_tokens,cache_read_tokens,effective_input_tokens,output_tokens,effective_tokens
official_opus_baseline,baseline,WebTestBench_0001,avg,"=IFERROR(AVERAGE(E2:E11),"""")","=IFERROR(AVERAGE(F2:F11),"""")","=IFERROR(AVERAGE(G2:G11),"""")","=IFERROR(AVERAGE(H2:H11),"""")","=IFERROR(AVERAGE(I2:I11),"""")","=IFERROR(AVERAGE(J2:J11),"""")","=IFERROR(AVERAGE(K2:K11),"""")","=IFERROR(AVERAGE(L2:L11),"""")","=IFERROR(AVERAGE(M2:M11),"""")","=IFERROR(AVERAGE(N2:N11),"""")","=IFERROR(AVERAGE(O2:O11),"""")","=IFERROR(AVERAGE(P2:P11),"""")","=IFERROR(AVERAGE(Q2:Q11),"""")","=IFERROR(AVERAGE(R2:R11),"""")","=IFERROR(AVERAGE(S2:S11),"""")"
official_opus_baseline,baseline,WebTestBench_0001,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E2:E11),COUNT(E2:E11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F2:F11),COUNT(F2:F11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G2:G11),COUNT(G2:G11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H2:H11),COUNT(H2:H11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I2:I11),COUNT(I2:I11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J2:J11),COUNT(J2:J11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K2:K11),COUNT(K2:K11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L2:L11),COUNT(L2:L11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M2:M11),COUNT(M2:M11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N2:N11),COUNT(N2:N11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O2:O11),COUNT(O2:O11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P2:P11),COUNT(P2:P11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q2:Q11),COUNT(Q2:Q11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R2:R11),COUNT(R2:R11)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S2:S11),COUNT(S2:S11)),0)"
official_opus_baseline,baseline,WebTestBench_0003,1,1.0,1.0,1.0,148,147,467.9,340.4,75.5,52.0,268,90122,6695746,"=IF(COUNT(N14,O14,P14)=0,"""",N14+O14*2+P14*0.1)",25652,"=IF(COUNT(Q14,R14)=0,"""",Q14+R14*3)"
official_opus_baseline,baseline,WebTestBench_0003,2,1.0,1.0,1.0,145,144,480.0,362.3,76.7,41.0,262,94628,6887024,"=IF(COUNT(N15,O15,P15)=0,"""",N15+O15*2+P15*0.1)",26252,"=IF(COUNT(Q15,R15)=0,"""",Q15+R15*3)"
official_opus_baseline,baseline,WebTestBench_0003,3,1.0,1.0,1.0,141,140,425.7,317.5,66.3,41.9,252,71581,5243056,"=IF(COUNT(N16,O16,P16)=0,"""",N16+O16*2+P16*0.1)",22452,"=IF(COUNT(Q16,R16)=0,"""",Q16+R16*3)"
official_opus_baseline,baseline,WebTestBench_0003,4,1.0,1.0,1.0,119,118,378.8,273.7,58.3,46.8,210,81064,4966883,"=IF(COUNT(N17,O17,P17)=0,"""",N17+O17*2+P17*0.1)",21387,"=IF(COUNT(Q17,R17)=0,"""",Q17+R17*3)"
official_opus_baseline,baseline,WebTestBench_0003,5,1.0,1.0,1.0,161,160,501.2,359.8,76.6,64.8,292,98171,7631254,"=IF(COUNT(N18,O18,P18)=0,"""",N18+O18*2+P18*0.1)",27861,"=IF(COUNT(Q18,R18)=0,"""",Q18+R18*3)"
official_opus_baseline,baseline,WebTestBench_0003,6,1.0,1.0,1.0,136,135,389.2,290.8,63.1,35.3,244,86529,5964704,"=IF(COUNT(N19,O19,P19)=0,"""",N19+O19*2+P19*0.1)",21674,"=IF(COUNT(Q19,R19)=0,"""",Q19+R19*3)"
official_opus_baseline,baseline,WebTestBench_0003,7,0.8333,1.0,0.9091,145,144,475.0,360.4,66.9,47.7,272,88961,6810786,"=IF(COUNT(N20,O20,P20)=0,"""",N20+O20*2+P20*0.1)",28162,"=IF(COUNT(Q20,R20)=0,"""",Q20+R20*3)"
official_opus_baseline,baseline,WebTestBench_0003,8,1.0,1.0,1.0,144,143,451.7,317.8,71.5,62.4,258,93751,6787359,"=IF(COUNT(N21,O21,P21)=0,"""",N21+O21*2+P21*0.1)",25770,"=IF(COUNT(Q21,R21)=0,"""",Q21+R21*3)"
official_opus_baseline,baseline,WebTestBench_0003,9,1.0,1.0,1.0,137,136,462.4,343.4,74.1,44.9,248,90813,6320874,"=IF(COUNT(N22,O22,P22)=0,"""",N22+O22*2+P22*0.1)",26110,"=IF(COUNT(Q22,R22)=0,"""",Q22+R22*3)"
official_opus_baseline,baseline,WebTestBench_0003,10,1.0,1.0,1.0,134,133,444.1,344.4,63.7,36.0,252,87351,5611342,"=IF(COUNT(N23,O23,P23)=0,"""",N23+O23*2+P23*0.1)",24772,"=IF(COUNT(Q23,R23)=0,"""",Q23+R23*3)"
official_opus_baseline,baseline,WebTestBench_0003,avg,"=IFERROR(AVERAGE(E14:E23),"""")","=IFERROR(AVERAGE(F14:F23),"""")","=IFERROR(AVERAGE(G14:G23),"""")","=IFERROR(AVERAGE(H14:H23),"""")","=IFERROR(AVERAGE(I14:I23),"""")","=IFERROR(AVERAGE(J14:J23),"""")","=IFERROR(AVERAGE(K14:K23),"""")","=IFERROR(AVERAGE(L14:L23),"""")","=IFERROR(AVERAGE(M14:M23),"""")","=IFERROR(AVERAGE(N14:N23),"""")","=IFERROR(AVERAGE(O14:O23),"""")","=IFERROR(AVERAGE(P14:P23),"""")","=IFERROR(AVERAGE(Q14:Q23),"""")","=IFERROR(AVERAGE(R14:R23),"""")","=IFERROR(AVERAGE(S14:S23),"""")"
official_opus_baseline,baseline,WebTestBench_0003,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E14:E23),COUNT(E14:E23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F14:F23),COUNT(F14:F23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G14:G23),COUNT(G14:G23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H14:H23),COUNT(H14:H23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I14:I23),COUNT(I14:I23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J14:J23),COUNT(J14:J23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K14:K23),COUNT(K14:K23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L14:L23),COUNT(L14:L23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M14:M23),COUNT(M14:M23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N14:N23),COUNT(N14:N23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O14:O23),COUNT(O14:O23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P14:P23),COUNT(P14:P23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q14:Q23),COUNT(Q14:Q23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R14:R23),COUNT(R14:R23)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S14:S23),COUNT(S14:S23)),0)"
official_opus_baseline,baseline,WebTestBench_0004,1,1.0,1.0,1.0,147,146,445.2,322.2,81.0,42.0,292,91237,6853861,"=IF(COUNT(N26,O26,P26)=0,"""",N26+O26*2+P26*0.1)",22225,"=IF(COUNT(Q26,R26)=0,"""",Q26+R26*3)"
official_opus_baseline,baseline,WebTestBench_0004,2,1.0,1.0,1.0,156,155,472.8,356.7,87.9,28.2,310,89030,7001247,"=IF(COUNT(N27,O27,P27)=0,"""",N27+O27*2+P27*0.1)",23924,"=IF(COUNT(Q27,R27)=0,"""",Q27+R27*3)"
official_opus_baseline,baseline,WebTestBench_0004,3,1.0,1.0,1.0,188,187,521.0,407.4,86.3,27.3,360,101303,9880139,"=IF(COUNT(N28,O28,P28)=0,"""",N28+O28*2+P28*0.1)",26266,"=IF(COUNT(Q28,R28)=0,"""",Q28+R28*3)"
official_opus_baseline,baseline,WebTestBench_0004,4,1.0,1.0,1.0,144,143,484.0,350.5,73.4,60.1,272,86611,6179552,"=IF(COUNT(N29,O29,P29)=0,"""",N29+O29*2+P29*0.1)",22514,"=IF(COUNT(Q29,R29)=0,"""",Q29+R29*3)"
official_opus_baseline,baseline,WebTestBench_0004,5,1.0,1.0,1.0,184,183,516.0,403.7,84.6,27.7,356,108709,10572109,"=IF(COUNT(N30,O30,P30)=0,"""",N30+O30*2+P30*0.1)",26374,"=IF(COUNT(Q30,R30)=0,"""",Q30+R30*3)"
official_opus_baseline,baseline,WebTestBench_0004,6,1.0,1.0,1.0,149,148,445.8,334.3,82.2,29.3,296,86540,6513013,"=IF(COUNT(N31,O31,P31)=0,"""",N31+O31*2+P31*0.1)",23414,"=IF(COUNT(Q31,R31)=0,"""",Q31+R31*3)"
official_opus_baseline,baseline,WebTestBench_0004,7,1.0,1.0,1.0,170,169,467.4,352.0,84.8,30.6,312,95478,7873054,"=IF(COUNT(N32,O32,P32)=0,"""",N32+O32*2+P32*0.1)",25490,"=IF(COUNT(Q32,R32)=0,"""",Q32+R32*3)"
official_opus_baseline,baseline,WebTestBench_0004,8,1.0,1.0,1.0,161,160,429.7,324.8,81.5,23.4,306,93556,7302433,"=IF(COUNT(N33,O33,P33)=0,"""",N33+O33*2+P33*0.1)",22390,"=IF(COUNT(Q33,R33)=0,"""",Q33+R33*3)"
official_opus_baseline,baseline,WebTestBench_0004,9,1.0,1.0,1.0,148,147,560.1,376.0,79.3,104.8,262,99841,6695166,"=IF(COUNT(N34,O34,P34)=0,"""",N34+O34*2+P34*0.1)",30727,"=IF(COUNT(Q34,R34)=0,"""",Q34+R34*3)"
official_opus_baseline,baseline,WebTestBench_0004,10,1.0,1.0,1.0,165,164,464.0,352.7,82.0,29.3,328,93481,7944234,"=IF(COUNT(N35,O35,P35)=0,"""",N35+O35*2+P35*0.1)",24151,"=IF(COUNT(Q35,R35)=0,"""",Q35+R35*3)"
official_opus_baseline,baseline,WebTestBench_0004,avg,"=IFERROR(AVERAGE(E26:E35),"""")","=IFERROR(AVERAGE(F26:F35),"""")","=IFERROR(AVERAGE(G26:G35),"""")","=IFERROR(AVERAGE(H26:H35),"""")","=IFERROR(AVERAGE(I26:I35),"""")","=IFERROR(AVERAGE(J26:J35),"""")","=IFERROR(AVERAGE(K26:K35),"""")","=IFERROR(AVERAGE(L26:L35),"""")","=IFERROR(AVERAGE(M26:M35),"""")","=IFERROR(AVERAGE(N26:N35),"""")","=IFERROR(AVERAGE(O26:O35),"""")","=IFERROR(AVERAGE(P26:P35),"""")","=IFERROR(AVERAGE(Q26:Q35),"""")","=IFERROR(AVERAGE(R26:R35),"""")","=IFERROR(AVERAGE(S26:S35),"""")"
official_opus_baseline,baseline,WebTestBench_0004,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E26:E35),COUNT(E26:E35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F26:F35),COUNT(F26:F35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G26:G35),COUNT(G26:G35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H26:H35),COUNT(H26:H35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I26:I35),COUNT(I26:I35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J26:J35),COUNT(J26:J35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K26:K35),COUNT(K26:K35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L26:L35),COUNT(L26:L35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M26:M35),COUNT(M26:M35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N26:N35),COUNT(N26:N35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O26:O35),COUNT(O26:O35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P26:P35),COUNT(P26:P35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q26:Q35),COUNT(Q26:Q35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R26:R35),COUNT(R26:R35)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S26:S35),COUNT(S26:S35)),0)"
official_opus_baseline,baseline,WebTestBench_0005,1,1.0,1.0,1.0,213,212,563.7,440.6,88.0,35.1,386,104800,10683169,"=IF(COUNT(N38,O38,P38)=0,"""",N38+O38*2+P38*0.1)",28656,"=IF(COUNT(Q38,R38)=0,"""",Q38+R38*3)"
official_opus_baseline,baseline,WebTestBench_0005,2,1.0,1.0,1.0,230,229,684.9,533.5,97.8,53.6,458,113148,13918026,"=IF(COUNT(N39,O39,P39)=0,"""",N39+O39*2+P39*0.1)",34654,"=IF(COUNT(Q39,R39)=0,"""",Q39+R39*3)"
official_opus_baseline,baseline,WebTestBench_0005,3,1.0,1.0,1.0,215,214,616.1,470.5,83.7,61.9,400,110167,11618191,"=IF(COUNT(N40,O40,P40)=0,"""",N40+O40*2+P40*0.1)",33629,"=IF(COUNT(Q40,R40)=0,"""",Q40+R40*3)"
official_opus_baseline,baseline,WebTestBench_0005,4,1.0,1.0,1.0,200,199,580.0,456.3,87.9,35.8,398,106690,11942363,"=IF(COUNT(N41,O41,P41)=0,"""",N41+O41*2+P41*0.1)",28682,"=IF(COUNT(Q41,R41)=0,"""",Q41+R41*3)"
official_opus_baseline,baseline,WebTestBench_0005,5,1.0,1.0,1.0,213,212,583.4,451.8,90.6,41.0,402,110958,11872851,"=IF(COUNT(N42,O42,P42)=0,"""",N42+O42*2+P42*0.1)",30895,"=IF(COUNT(Q42,R42)=0,"""",Q42+R42*3)"
official_opus_baseline,baseline,WebTestBench_0005,6,1.0,1.0,1.0,216,215,574.9,445.0,91.5,38.4,406,106981,11724596,"=IF(COUNT(N43,O43,P43)=0,"""",N43+O43*2+P43*0.1)",30219,"=IF(COUNT(Q43,R43)=0,"""",Q43+R43*3)"
official_opus_baseline,baseline,WebTestBench_0005,7,1.0,1.0,1.0,219,218,590.0,461.7,92.6,35.7,436,108988,12711619,"=IF(COUNT(N44,O44,P44)=0,"""",N44+O44*2+P44*0.1)",30688,"=IF(COUNT(Q44,R44)=0,"""",Q44+R44*3)"
official_opus_baseline,baseline,WebTestBench_0005,8,1.0,1.0,1.0,224,223,601.6,460.2,92.2,49.2,446,107752,12737228,"=IF(COUNT(N45,O45,P45)=0,"""",N45+O45*2+P45*0.1)",30758,"=IF(COUNT(Q45,R45)=0,"""",Q45+R45*3)"
official_opus_baseline,baseline,WebTestBench_0005,9,1.0,1.0,1.0,235,234,664.8,499.4,104.1,61.3,468,122642,15055239,"=IF(COUNT(N46,O46,P46)=0,"""",N46+O46*2+P46*0.1)",34784,"=IF(COUNT(Q46,R46)=0,"""",Q46+R46*3)"
official_opus_baseline,baseline,WebTestBench_0005,10,1.0,1.0,1.0,218,217,589.4,459.2,93.7,36.5,412,106486,11610605,"=IF(COUNT(N47,O47,P47)=0,"""",N47+O47*2+P47*0.1)",30292,"=IF(COUNT(Q47,R47)=0,"""",Q47+R47*3)"
official_opus_baseline,baseline,WebTestBench_0005,avg,"=IFERROR(AVERAGE(E38:E47),"""")","=IFERROR(AVERAGE(F38:F47),"""")","=IFERROR(AVERAGE(G38:G47),"""")","=IFERROR(AVERAGE(H38:H47),"""")","=IFERROR(AVERAGE(I38:I47),"""")","=IFERROR(AVERAGE(J38:J47),"""")","=IFERROR(AVERAGE(K38:K47),"""")","=IFERROR(AVERAGE(L38:L47),"""")","=IFERROR(AVERAGE(M38:M47),"""")","=IFERROR(AVERAGE(N38:N47),"""")","=IFERROR(AVERAGE(O38:O47),"""")","=IFERROR(AVERAGE(P38:P47),"""")","=IFERROR(AVERAGE(Q38:Q47),"""")","=IFERROR(AVERAGE(R38:R47),"""")","=IFERROR(AVERAGE(S38:S47),"""")"
official_opus_baseline,baseline,WebTestBench_0005,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E38:E47),COUNT(E38:E47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F38:F47),COUNT(F38:F47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G38:G47),COUNT(G38:G47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H38:H47),COUNT(H38:H47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I38:I47),COUNT(I38:I47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J38:J47),COUNT(J38:J47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K38:K47),COUNT(K38:K47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L38:L47),COUNT(L38:L47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M38:M47),COUNT(M38:M47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N38:N47),COUNT(N38:N47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O38:O47),COUNT(O38:O47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P38:P47),COUNT(P38:P47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q38:Q47),COUNT(Q38:Q47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R38:R47),COUNT(R38:R47)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S38:S47),COUNT(S38:S47)),0)"
official_opus_baseline,baseline,WebTestBench_0006,1,0.6667,1.0,0.8,162,161,521.5,394.4,83.1,44.0,298,112042,9675482,"=IF(COUNT(N50,O50,P50)=0,"""",N50+O50*2+P50*0.1)",28378,"=IF(COUNT(Q50,R50)=0,"""",Q50+R50*3)"
official_opus_baseline,baseline,WebTestBench_0006,2,0.6667,1.0,0.8,142,141,447.6,330.6,66.3,50.7,246,92916,6349246,"=IF(COUNT(N51,O51,P51)=0,"""",N51+O51*2+P51*0.1)",25360,"=IF(COUNT(Q51,R51)=0,"""",Q51+R51*3)"
official_opus_baseline,baseline,WebTestBench_0006,3,0.8,1.0,0.8889,165,164,577.7,451.5,81.7,44.5,302,107795,9102371,"=IF(COUNT(N52,O52,P52)=0,"""",N52+O52*2+P52*0.1)",32321,"=IF(COUNT(Q52,R52)=0,"""",Q52+R52*3)"
official_opus_baseline,baseline,WebTestBench_0006,4,0.6667,1.0,0.8,180,179,537.3,420.4,80.9,36.0,322,111269,10101486,"=IF(COUNT(N53,O53,P53)=0,"""",N53+O53*2+P53*0.1)",29501,"=IF(COUNT(Q53,R53)=0,"""",Q53+R53*3)"
official_opus_baseline,baseline,WebTestBench_0006,5,0.8,1.0,0.8889,160,159,513.8,386.8,86.0,41.0,278,99617,7651841,"=IF(COUNT(N54,O54,P54)=0,"""",N54+O54*2+P54*0.1)",28606,"=IF(COUNT(Q54,R54)=0,"""",Q54+R54*3)"
official_opus_baseline,baseline,WebTestBench_0006,6,0.6667,1.0,0.8,168,167,501.0,366.1,85.7,49.2,298,105181,9034542,"=IF(COUNT(N55,O55,P55)=0,"""",N55+O55*2+P55*0.1)",28882,"=IF(COUNT(Q55,R55)=0,"""",Q55+R55*3)"
official_opus_baseline,baseline,WebTestBench_0006,7,0.8,1.0,0.8889,172,171,537.3,405.9,85.9,45.5,316,105095,9210407,"=IF(COUNT(N56,O56,P56)=0,"""",N56+O56*2+P56*0.1)",31297,"=IF(COUNT(Q56,R56)=0,"""",Q56+R56*3)"
official_opus_baseline,baseline,WebTestBench_0006,8,0.5714,1.0,0.7273,166,165,527.3,395.5,78.7,53.1,302,107840,9157270,"=IF(COUNT(N57,O57,P57)=0,"""",N57+O57*2+P57*0.1)",30237,"=IF(COUNT(Q57,R57)=0,"""",Q57+R57*3)"
official_opus_baseline,baseline,WebTestBench_0006,9,1.0,1.0,1.0,153,152,465.2,347.4,74.2,43.6,276,100061,7833598,"=IF(COUNT(N58,O58,P58)=0,"""",N58+O58*2+P58*0.1)",26108,"=IF(COUNT(Q58,R58)=0,"""",Q58+R58*3)"
official_opus_baseline,baseline,WebTestBench_0006,10,0.6667,1.0,0.8,204,203,739.9,545.7,110.8,83.4,370,120758,11795033,"=IF(COUNT(N59,O59,P59)=0,"""",N59+O59*2+P59*0.1)",42342,"=IF(COUNT(Q59,R59)=0,"""",Q59+R59*3)"
official_opus_baseline,baseline,WebTestBench_0006,avg,"=IFERROR(AVERAGE(E50:E59),"""")","=IFERROR(AVERAGE(F50:F59),"""")","=IFERROR(AVERAGE(G50:G59),"""")","=IFERROR(AVERAGE(H50:H59),"""")","=IFERROR(AVERAGE(I50:I59),"""")","=IFERROR(AVERAGE(J50:J59),"""")","=IFERROR(AVERAGE(K50:K59),"""")","=IFERROR(AVERAGE(L50:L59),"""")","=IFERROR(AVERAGE(M50:M59),"""")","=IFERROR(AVERAGE(N50:N59),"""")","=IFERROR(AVERAGE(O50:O59),"""")","=IFERROR(AVERAGE(P50:P59),"""")","=IFERROR(AVERAGE(Q50:Q59),"""")","=IFERROR(AVERAGE(R50:R59),"""")","=IFERROR(AVERAGE(S50:S59),"""")"
official_opus_baseline,baseline,WebTestBench_0006,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E50:E59),COUNT(E50:E59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F50:F59),COUNT(F50:F59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G50:G59),COUNT(G50:G59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H50:H59),COUNT(H50:H59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I50:I59),COUNT(I50:I59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J50:J59),COUNT(J50:J59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K50:K59),COUNT(K50:K59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L50:L59),COUNT(L50:L59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M50:M59),COUNT(M50:M59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N50:N59),COUNT(N50:N59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O50:O59),COUNT(O50:O59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P50:P59),COUNT(P50:P59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q50:Q59),COUNT(Q50:Q59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R50:R59),COUNT(R50:R59)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S50:S59),COUNT(S50:S59)),0)"
official_opus_baseline,baseline,WebTestBench_0010,1,1.0,0.8,0.8889,159,158,533.8,427.8,71.9,34.1,308,106219,8380233,"=IF(COUNT(N62,O62,P62)=0,"""",N62+O62*2+P62*0.1)",27845,"=IF(COUNT(Q62,R62)=0,"""",Q62+R62*3)"
official_opus_baseline,baseline,WebTestBench_0010,2,1.0,0.8,0.8889,136,135,459.8,366.3,62.3,31.2,270,83375,6287743,"=IF(COUNT(N63,O63,P63)=0,"""",N63+O63*2+P63*0.1)",24030,"=IF(COUNT(Q63,R63)=0,"""",Q63+R63*3)"
official_opus_baseline,baseline,WebTestBench_0010,3,1.0,0.8,0.8889,142,141,459.4,349.9,66.7,42.8,260,87023,6442146,"=IF(COUNT(N64,O64,P64)=0,"""",N64+O64*2+P64*0.1)",24991,"=IF(COUNT(Q64,R64)=0,"""",Q64+R64*3)"
official_opus_baseline,baseline,WebTestBench_0010,4,1.0,0.8,0.8889,108,107,420.7,325.6,58.4,36.7,216,75203,4294612,"=IF(COUNT(N65,O65,P65)=0,"""",N65+O65*2+P65*0.1)",23318,"=IF(COUNT(Q65,R65)=0,"""",Q65+R65*3)"
official_opus_baseline,baseline,WebTestBench_0010,5,0.8,0.8,0.8,141,140,438.5,341.7,64.8,32.0,272,87332,6450270,"=IF(COUNT(N66,O66,P66)=0,"""",N66+O66*2+P66*0.1)",24355,"=IF(COUNT(Q66,R66)=0,"""",Q66+R66*3)"
